EMPRESA;ClaveCtaCtte;SAP- Rep Deudores.ClaveSap;FECHA;DEBE;HABER;SALDO
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240111-4453,23;20240111-4453,23;jueves, 11 de enero de 2024;4453,23;0;229455,818
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-25013,03;20240108-25013,03;lunes, 8 de enero de 2024;25013,025;0;120507,344
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-82608,67;20240108-82608,67;lunes, 8 de enero de 2024;82608,665;0;203116,009
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-44555,37;20240108-44555,37;lunes, 8 de enero de 2024;44555,365;0;247671,374
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-82608,67;20240108-82608,67;lunes, 8 de enero de 2024;82608,665;0;203116,009
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240105-1195786,2;20240105-1195786,2;viernes, 5 de enero de 2024;1195786,203;0;607413,491
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240116-171484,95;;martes, 16 de enero de 2024;171484,949;0;672640,067
15 MEDLINK SA;20240322-1148147,400;20240322-1148147,400;viernes, 22 de marzo de 2024;1148147,405;0;716171,559
15 MEDLINK SA;20240322-228236,01;20240322-228236,01;viernes, 22 de marzo de 2024;228236,006;0;944407,565
15 MEDLINK SA;20240322-294844,51;20240322-294844,51;viernes, 22 de marzo de 2024;294844,508;0;239252,073
15 MEDLINK SA;20240308-7237,15;20240308-7237,15;viernes, 8 de marzo de 2024;7237,15;0;20903,966
15 MEDLINK SA;20240308-123372,22;20240308-123372,22;viernes, 8 de marzo de 2024;123372,221;0;144276,187
15 MEDLINK SA;20240308-111963,1;20240308-111963,1;viernes, 8 de marzo de 2024;111963,1;0;256239,287
15 MEDLINK SA;20240308-20944,6;20240308-20944,6;viernes, 8 de marzo de 2024;20944,602;0;277183,889
15 MEDLINK SA;20240308-1435,02;20240308-1435,02;viernes, 8 de marzo de 2024;1435,024;0;278618,913
15 MEDLINK SA;20240308-1435,02;20240308-1435,02;viernes, 8 de marzo de 2024;1435,024;0;278618,913
15 MEDLINK SA;20240308-1435,02;20240308-1435,02;viernes, 8 de marzo de 2024;1435,024;0;578160,535
15 MEDLINK SA;20240308-1435,02;20240308-1435,02;viernes, 8 de marzo de 2024;1435,024;0;578160,535
15 MEDLINK SA;20240308-298106,6;20240308-298106,6;viernes, 8 de marzo de 2024;298106,598;0;576725,511
15 MEDLINK SA;20240308-18000,3;20240308-18000,3;viernes, 8 de marzo de 2024;18000,299;0;596160,834
15 MEDLINK SA;20240308-391946,56;20240308-391946,56;viernes, 8 de marzo de 2024;391946,562;0;988107,396
15 MEDLINK SA;20240308-423399,07;20240308-423399,07;viernes, 8 de marzo de 2024;423399,069;0;411506,465
15 MEDLINK SA;20240308-717,51;20240308-717,51;viernes, 8 de marzo de 2024;717,512;0;412223,977
15 MEDLINK SA;20240208-1632907,11;20240208-1632907,11;jueves, 8 de febrero de 2024;1632907,108;0;392150,369
15 MEDLINK SA;20240308-25039,02;20240308-25039,02;viernes, 8 de marzo de 2024;25039,019;0;437262,996
15 MEDLINK SA;20240308-8192,49;20240308-8192,49;viernes, 8 de marzo de 2024;8192,493;0;445455,489
15 MEDLINK SA;20240308-28648,3;20240308-28648,3;viernes, 8 de marzo de 2024;28648,299;0;474103,788
15 MEDLINK SA;20240308-22008,97;20240308-22008,97;viernes, 8 de marzo de 2024;22008,974;0;496112,762
15 MEDLINK SA;20240209-442975,8;20240209-442975,8;viernes, 9 de febrero de 2024;442975,802;0;78797,423
15 MEDLINK SA;20240209-179313,99;20240209-179313,99;viernes, 9 de febrero de 2024;179313,991;0;258111,414
15 MEDLINK SA;20240209-3021,05;20240209-3021,05;viernes, 9 de febrero de 2024;3021,046;0;261132,46
15 MEDLINK SA;20240209-15939,07;20240209-15939,07;viernes, 9 de febrero de 2024;15939,065;0;277071,525
15 MEDLINK SA;20240209-459437,59;20240209-459437,59;viernes, 9 de febrero de 2024;459437,59;0;558496,997
15 MEDLINK SA;20240209-1190,18;20240209-1190,18;viernes, 9 de febrero de 2024;1190,182;0;559687,179
15 MEDLINK SA;20240209-717,51;20240209-717,51;viernes, 9 de febrero de 2024;717,512;0;560404,691
15 MEDLINK SA;20240209-717,51;20240209-717,51;viernes, 9 de febrero de 2024;717,512;0;560404,691
15 MEDLINK SA;20240209-717,51;20240209-717,51;viernes, 9 de febrero de 2024;717,512;0;695206,074
15 MEDLINK SA;20240209-717,51;20240209-717,51;viernes, 9 de febrero de 2024;717,512;0;695206,074
15 MEDLINK SA;20240209-32414,45;20240209-32414,45;viernes, 9 de febrero de 2024;32414,445;0;592819,136
15 MEDLINK SA;20240209-510105,36;20240209-510105,36;viernes, 9 de febrero de 2024;510105,363;0;62820,428
15 MEDLINK SA;20240209-556372,52;20240209-556372,52;viernes, 9 de febrero de 2024;556372,516;0;619192,944
15 MEDLINK SA;20240209-75295,62;20240209-75295,62;viernes, 9 de febrero de 2024;75295,618;0;694488,562
15 MEDLINK SA;20240209-20564,64;20240209-20564,64;viernes, 9 de febrero de 2024;20564,637;0;715770,711
15 MEDLINK SA;20240209-11104,960;20240209-11104,960;viernes, 9 de febrero de 2024;11104,965;0;726875,676
15 MEDLINK SA;20240209-5684,35;20240209-5684,35;viernes, 9 de febrero de 2024;5684,35;0;732560,026
15 MEDLINK SA;20240306-2641,06;20240306-2641,06;miércoles, 6 de marzo de 2024;2641,056;0;538412,658
15 MEDLINK SA;20240306-44238,48;20240306-44238,48;miércoles, 6 de marzo de 2024;44238,48;0;582651,138
15 MEDLINK SA;20240306-162728,28;20240306-162728,28;miércoles, 6 de marzo de 2024;162728,28;0;745379,418
15 MEDLINK SA;20240306-98850,4;20240306-98850,4;miércoles, 6 de marzo de 2024;98850,4;0;844229,818
15 MEDLINK SA;20240306-121681,56;20240306-121681,56;miércoles, 6 de marzo de 2024;121681,56;0;965911,378
15 MEDLINK SA;20240306-6829,68;20240306-6829,68;miércoles, 6 de marzo de 2024;6829,68;0;972741,058
15 MEDLINK SA;20240219-418009;20240219-418009;lunes, 19 de febrero de 2024;418009;0;844843,326
15 MEDLINK SA;20240219-20217,35;20240219-20217,35;lunes, 19 de febrero de 2024;20217,347;0;865060,673
15 MEDLINK SA;20240301-211440,35;20240301-211440,35;viernes, 1 de marzo de 2024;211440,348;0;606231,617
15 MEDLINK SA;20240301-1644500;20240301-1644500;viernes, 1 de marzo de 2024;1644500;0;250731,617
15 MEDLINK SA;20240301-174687,36;20240301-174687,36;viernes, 1 de marzo de 2024;174687,365;0;425418,982
15 MEDLINK SA;20240301-2685,41;20240301-2685,41;viernes, 1 de marzo de 2024;2685,411;0;898459,378
15 MEDLINK SA;20240301-20217,35;20240301-20217,35;viernes, 1 de marzo de 2024;20217,347;0;918676,725
15 MEDLINK SA;20240301-2450,21;20240301-2450,21;viernes, 1 de marzo de 2024;2450,213;0;921126,938
15 MEDLINK SA;20240301-3345,35;20240301-3345,35;viernes, 1 de marzo de 2024;3345,35;0;924472,288
15 MEDLINK SA;20240227-2450,21;20240227-2450,21;martes, 27 de febrero de 2024;2450,213;0;634124,956
15 MEDLINK SA;20240227-2450,21;20240227-2450,21;martes, 27 de febrero de 2024;2450,213;0;634124,956
15 MEDLINK SA;20240227-2450,21;20240227-2450,21;martes, 27 de febrero de 2024;2450,213;0;636575,169
15 MEDLINK SA;20240227-2450,21;20240227-2450,21;martes, 27 de febrero de 2024;2450,213;0;636575,169
15 MEDLINK SA;20240207-27717,3;20240207-27717,3;miércoles, 7 de febrero de 2024;27717,3;0;388772,707
15 MEDLINK SA;20240207-2768,66;20240207-2768,66;miércoles, 7 de febrero de 2024;2768,656;0;802657,725
15 MEDLINK SA;20240207-3403,5;20240207-3403,5;miércoles, 7 de febrero de 2024;3403,501;0;392176,208
15 MEDLINK SA;20240207-12902,5;20240207-12902,5;miércoles, 7 de febrero de 2024;12902,5;0;388772,707
15 MEDLINK SA;20240207-89473,08;20240207-89473,08;miércoles, 7 de febrero de 2024;89473,081;0;481649,289
15 MEDLINK SA;20240206-6795,36;20240206-6795,36;martes, 6 de febrero de 2024;6795,36;0;952050,988
15 MEDLINK SA;20240206-12643,49;20240206-12643,49;martes, 6 de febrero de 2024;12643,488;0;964694,476
15 MEDLINK SA;20240206-15830,23;20240206-15830,23;martes, 6 de febrero de 2024;15830,232;0;980524,708
15 MEDLINK SA;20240206-64916,28;20240206-64916,28;martes, 6 de febrero de 2024;64916,28;0;45440,988
15 MEDLINK SA;20240206-139785,36;20240206-139785,36;martes, 6 de febrero de 2024;139785,36;0;185226,348
15 MEDLINK SA;20240206-168253,8;20240206-168253,8;martes, 6 de febrero de 2024;168253,8;0;353480,148
15 MEDLINK SA;20240206-107395;20240206-107395;martes, 6 de febrero de 2024;107395;0;460875,148
15 MEDLINK SA;20240201-1644500;20240201-1644500;jueves, 1 de febrero de 2024;1644500;0;244346,069
15 MEDLINK SA;20240119-123487,77;20240119-123487,77;viernes, 19 de enero de 2024;123487,77;0;700169,251
15 MEDLINK SA;20240118-314909;20240118-314909;jueves, 18 de enero de 2024;314909;0;536381,707
15 MEDLINK SA;20240118-137579,53;20240118-137579,53;jueves, 18 de enero de 2024;137579,529;0;673961,236
15 MEDLINK SA;20240112-429163,37;20240112-429163,37;viernes, 12 de enero de 2024;429163,367;0;934588,138
15 MEDLINK SA;20240112-497001,38;20240112-497001,38;viernes, 12 de enero de 2024;497001,38;0;431589,518
15 MEDLINK SA;20240112-137466,58;20240112-137466,58;viernes, 12 de enero de 2024;137466,584;0;569056,102
15 MEDLINK SA;20240112-717,51;20240112-717,51;viernes, 12 de enero de 2024;717,512;0;569773,614
15 MEDLINK SA;20240112-423954,09;20240112-423954,09;viernes, 12 de enero de 2024;423954,089;0;993727,703
15 MEDLINK SA;20240112-59982,63;20240112-59982,63;viernes, 12 de enero de 2024;59982,634;0;53710,337
15 MEDLINK SA;20240112-378393,12;20240112-378393,12;viernes, 12 de enero de 2024;378393,116;0;432103,453
15 MEDLINK SA;20240112-7671,54;20240112-7671,54;viernes, 12 de enero de 2024;7671,544;0;439774,997
15 MEDLINK SA;20240112-2152,54;20240112-2152,54;viernes, 12 de enero de 2024;2152,536;0;441927,533
15 MEDLINK SA;20240112-187640,98;20240112-187640,98;viernes, 12 de enero de 2024;187640,983;0;875721,8
15 MEDLINK SA;20240112-24636,23;20240112-24636,23;viernes, 12 de enero de 2024;24636,227;0;899685,213
15 MEDLINK SA;20240112-20801,4;20240112-20801,4;viernes, 12 de enero de 2024;20801,403;0;920486,616
15 MEDLINK SA;20240112-21821,51;20240112-21821,51;viernes, 12 de enero de 2024;21821,505;0;942308,121
15 MEDLINK SA;20240112-3432;20240112-3432;viernes, 12 de enero de 2024;3432;0;945740,121
15 MEDLINK SA;20240104-14702,69;20240104-14702,69;jueves, 4 de enero de 2024;14702,688;0;504026,993
15 MEDLINK SA;20240104-15878,54;20240104-15878,54;jueves, 4 de enero de 2024;15878,544;0;519905,537
15 MEDLINK SA;20240104-33513,48;20240104-33513,48;jueves, 4 de enero de 2024;33513,48;0;553419,017
15 MEDLINK SA;20240104-95993,04;20240104-95993,04;jueves, 4 de enero de 2024;95993,04;0;649412,057
15 MEDLINK SA;20240104-154422,84;20240104-154422,84;jueves, 4 de enero de 2024;154422,84;0;803834,897
15 MEDLINK SA;20240104-148026,41;20240104-148026,41;jueves, 4 de enero de 2024;148026,406;0;951861,303
15 MEDLINK SA;20240104-6795,36;20240104-6795,36;jueves, 4 de enero de 2024;6795,36;0;958656,663
15 MEDLINK SA;20240102-1644500;20240102-1644500;martes, 2 de enero de 2024;1644500;0;644500
421 LUCIANO PRETO Y CÍA SCC;20240328-5308,47;20240328-5308,47;jueves, 28 de marzo de 2024;5308,472;0;-228825,879
49 PAMI - I.N.S.S.J.P.-USH;20240328-1611384,35;20240328-1611384,35;jueves, 28 de marzo de 2024;1611384,346;0;22682,951
49 PAMI - I.N.S.S.J.P.-USH;20240328-10167487,79;20240328-10167487,79;jueves, 28 de marzo de 2024;10167487,79;0;190170,741
49 PAMI - I.N.S.S.J.P.-USH;20240328-338140,02;20240328-338140,02;jueves, 28 de marzo de 2024;338140,023;0;528310,764
73 O.S. D.O.P.  (MAESTROS PRIVADOS);20240327-57427,21;20240327-57427,21;miércoles, 27 de marzo de 2024;57427,211;0;240665,456
421 LUCIANO PRETO Y CÍA SCC;20240325-5308,47;20240325-5308,47;lunes, 25 de marzo de 2024;5308,472;0;687326,409
421 LUCIANO PRETO Y CÍA SCC;20240325-5308,47;20240325-5308,47;lunes, 25 de marzo de 2024;5308,472;0;687326,409
477 COM. ARG. DE SANEAMIENTO AMBIENTAL SRL;20240325-5308,47;20240325-5308,47;lunes, 25 de marzo de 2024;5308,472;0;954309,181
477 COM. ARG. DE SANEAMIENTO AMBIENTAL SRL;20240325-5308,47;20240325-5308,47;lunes, 25 de marzo de 2024;5308,472;0;954309,181
22 O.S. D.E.;20240325-10911,27;20240325-10911,27;lunes, 25 de marzo de 2024;10911,269;0;745852,283
22 O.S. D.E.;20240325-21485,27;20240325-21485,27;lunes, 25 de marzo de 2024;21485,268;0;767337,551
22 O.S. D.E.;20240325-24112,82;20240325-24112,82;lunes, 25 de marzo de 2024;24112,822;0;791450,373
22 O.S. D.E.;20240325-669641,86;20240325-669641,86;lunes, 25 de marzo de 2024;669641,862;0;666230,243
22 O.S. D.E.;20240325-669641,86;20240325-669641,86;lunes, 25 de marzo de 2024;669641,862;0;666230,243
421 LUCIANO PRETO Y CÍA SCC;20240321-5308,47;20240321-5308,47;jueves, 21 de marzo de 2024;5308,472;0;842177,168
74 O.S. E.F.;20240321-20016426,99;20240321-20016426,99;jueves, 21 de marzo de 2024;20016426,99;0;836868,696
145 GALENO ART S.A.;20240320-48750;20240320-48750;miércoles, 20 de marzo de 2024;48750;0;-291421,105
145 GALENO ART S.A.;20240320-38379,12;20240320-38379,12;miércoles, 20 de marzo de 2024;38379,12;0;-253041,985
145 GALENO ART S.A.;20240320-12155;20240320-12155;miércoles, 20 de marzo de 2024;12155;0;-240886,985
145 GALENO ART S.A.;20240320-9425;20240320-9425;miércoles, 20 de marzo de 2024;9425;0;-231461,985
90 ASOCIART ART;20240320-12470;20240320-12470;miércoles, 20 de marzo de 2024;12470;0;-218991,985
90 ASOCIART ART;20240320-12470;20240320-12470;miércoles, 20 de marzo de 2024;12470;0;-218991,985
90 ASOCIART ART;20240320-12470;20240320-12470;miércoles, 20 de marzo de 2024;12470;0;-126402,27
90 ASOCIART ART;20240320-12470;20240320-12470;miércoles, 20 de marzo de 2024;12470;0;-126402,27
90 ASOCIART ART;20240320-7470;20240320-7470;miércoles, 20 de marzo de 2024;7470;0;-211521,985
90 ASOCIART ART;20240320-2500;20240320-2500;miércoles, 20 de marzo de 2024;2500;0;-148232,282
90 ASOCIART ART;20240320-1235;20240320-1235;miércoles, 20 de marzo de 2024;1235;0;-162742,582
90 ASOCIART ART;20240320-14622,28;20240320-14622,28;miércoles, 20 de marzo de 2024;14622,28;0;-151077,27
90 ASOCIART ART;20240320-12205;20240320-12205;miércoles, 20 de marzo de 2024;12205;0;-138872,27
655 MEDILAB S.R.L.;20240320-5308,47;20240320-5308,47;miércoles, 20 de marzo de 2024;5308,472;0;-340171,105
10 SUPERINT.DE BIENESTAR. POL.FEDERAL ARGEN;20240319-45925,31;20240319-45925,31;martes, 19 de marzo de 2024;45925,311;0;673659,492
251 O.S. LUIS PASTEUR;20240319-353559,19;20240319-353559,19;martes, 19 de marzo de 2024;353559,191;0;17695,756
73 O.S. D.O.P.  (MAESTROS PRIVADOS);20240319-57427,21;20240319-57427,21;martes, 19 de marzo de 2024;57427,211;0;731086,703
139 O.S. D.E.P.Y M.;20240319-20027,13;20240319-20027,13;martes, 19 de marzo de 2024;20027,13;0;751113,833
13 O.S. M.A.T.A.;20240319-25856,28;20240319-25856,28;martes, 19 de marzo de 2024;25856,284;0;217322,891
8 O.S. PE. CON.  (CONSTRUCCION);20240319-84701,14;20240319-84701,14;martes, 19 de marzo de 2024;84701,137;0;-51984,902
25 O.S DEL PODER JUDICIAL (0375);20240319-392824,96;20240319-392824,96;martes, 19 de marzo de 2024;392824,957;0;664972,475
57 SWISS MEDICAL S.A.;20240319-517585,5;20240319-517585,5;martes, 19 de marzo de 2024;517585,502;0;598592,228
151 O.S. C.T.C.P. - (UTA);20240319-54824,63;20240319-54824,63;martes, 19 de marzo de 2024;54824,627;0;272147,518
154 OSTPCPH Y ARA (PASTELEROS);20240319-152057,23;20240319-152057,23;martes, 19 de marzo de 2024;152057,229;0;937308,347
1 O.S. P.SANIDAD ARGENTINA;20240319-34137,28;20240319-34137,28;martes, 19 de marzo de 2024;34137,285;0;785251,118
43 MEDIFE ASOCIACION CIVIL;20240319-148345,01;20240319-148345,01;martes, 19 de marzo de 2024;148345,012;0;746937,24
43 MEDIFE ASOCIACION CIVIL;20240319-173508,94;20240319-173508,94;martes, 19 de marzo de 2024;173508,937;0;920446,177
112 BERKLEY INTERNATIONAL ART SA;20240319-6240;20240319-6240;martes, 19 de marzo de 2024;6240;0;943548,347
112 BERKLEY INTERNATIONAL ART SA;20240319-17427,28;20240319-17427,28;martes, 19 de marzo de 2024;17427,28;0;960975,627
133 O.S. P.E.D.Y C.;20240319-660144,71;20240319-660144,71;martes, 19 de marzo de 2024;660144,708;0;580590,885
148 RIO VARADERO S.A.;20240319-8320;20240319-8320;martes, 19 de marzo de 2024;8320;0;955777,86
148 RIO VARADERO S.A.;20240319-3387,28;20240319-3387,28;martes, 19 de marzo de 2024;3387,28;0;959165,14
148 RIO VARADERO S.A.;20240319-10140;20240319-10140;martes, 19 de marzo de 2024;10140;0;839815,562
148 RIO VARADERO S.A.;20240319-10920;20240319-10920;martes, 19 de marzo de 2024;10920;0;850735,562
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240319-2470;20240319-2470;martes, 19 de marzo de 2024;2470;0;974916,782
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240319-2470;20240319-2470;martes, 19 de marzo de 2024;2470;0;974916,782
148 RIO VARADERO S.A.;20240319-2470;20240319-2470;martes, 19 de marzo de 2024;2470;0;853205,562
148 RIO VARADERO S.A.;20240319-2470;20240319-2470;martes, 19 de marzo de 2024;2470;0;853205,562
148 RIO VARADERO S.A.;20240319-6494,61;20240319-6494,61;martes, 19 de marzo de 2024;6494,61;0;859700,172
172 PREVENCIÓN SALUD S.A.;20240319-173770,85;20240319-173770,85;martes, 19 de marzo de 2024;173770,851;0;191466,607
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240319-15470;20240319-15470;martes, 19 de marzo de 2024;15470;0;976445,627
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240319-15405;20240319-15405;martes, 19 de marzo de 2024;15405;0;991850,627
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240319-4745;20240319-4745;martes, 19 de marzo de 2024;4745;0;966491,061
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240319-7215;20240319-7215;martes, 19 de marzo de 2024;7215;0;972446,782
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240319-2015;20240319-2015;martes, 19 de marzo de 2024;2015;0;976931,782
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240319-1235;20240319-1235;martes, 19 de marzo de 2024;1235;0;956515,444
49 PAMI - I.N.S.S.J.P.-USH;20240318-6648970,92;20240318-6648970,92;lunes, 18 de marzo de 2024;6648970,918;0;37270,625
49 PAMI - I.N.S.S.J.P.-USH;20240318-5645890,16;20240318-5645890,16;lunes, 18 de marzo de 2024;5645890,159;0;388299,707
49 PAMI - I.N.S.S.J.P.-USH;20240318-146181,06;20240318-146181,06;lunes, 18 de marzo de 2024;146181,056;0;183451,681
6 H.R.U - HOSPITAL REGIONAL USHUAIA;20240318-36659,98;20240318-36659,98;lunes, 18 de marzo de 2024;36659,978;0;742409,548
144 ASOCIACION MUTUAL SANCOR116190;20240318-1151,97;20240318-1151,97;lunes, 18 de marzo de 2024;1151,968;0;184603,649
89 PROVINCIA ART;20240318-337271,2;20240318-337271,2;lunes, 18 de marzo de 2024;337271,2;0;80565,783
3 I.O.S.F.A.;20240318-363742,99;20240318-363742,99;lunes, 18 de marzo de 2024;363742,994;0;440816,832
113 SWISS MEDICAL ART S.A.;20240318-302477,75;20240318-302477,75;lunes, 18 de marzo de 2024;302477,751;0;743294,583
540 O.S. CAMIONEROS;20240315-3705;20240315-3705;viernes, 15 de marzo de 2024;3705;0;71972,252
171 LAB. G.P. S.R.L.;20240315-7758,11;20240315-7758,11;viernes, 15 de marzo de 2024;7758,11;0;68267,252
74 O.S. E.F.;20240315-3100000;20240315-3100000;viernes, 15 de marzo de 2024;3100000;0;258903,294
439 HEREDIA EDMUNDO RAMON;20240314-20811,09;20240314-20811,09;jueves, 14 de marzo de 2024;20811,086;0;75276,758
173 SLABS LABORATORIO BIOQUIMICO;20240314-6280;20240314-6280;jueves, 14 de marzo de 2024;6280;0;53998,869
52 GALENO ARG. S.A.;20240314-292443,64;20240314-292443,64;jueves, 14 de marzo de 2024;292443,638;0;503960,971
52 GALENO ARG. S.A.;20240314-15179,45;20240314-15179,45;jueves, 14 de marzo de 2024;15179,45;0;519140,421
6 H.R.U - HOSPITAL REGIONAL USHUAIA;20240314-466,8;20240314-466,8;jueves, 14 de marzo de 2024;466,803;0;54465,672
10 SUPERINT.DE BIENESTAR. POL.FEDERAL ARGEN;20240314-776968,36;20240314-776968,36;jueves, 14 de marzo de 2024;776968,357;0;697158,092
10 SUPERINT.DE BIENESTAR. POL.FEDERAL ARGEN;20240314-3900;20240314-3900;jueves, 14 de marzo de 2024;3900;0;701058,092
10 SUPERINT.DE BIENESTAR. POL.FEDERAL ARGEN;20240314-4702,27;20240314-4702,27;jueves, 14 de marzo de 2024;4702,274;0;705760,366
34 O.S. U.O.M.R.A. - (RÌO GRANDE);20240314-1235;20240314-1235;jueves, 14 de marzo de 2024;1235;0;408169,535
13 O.S. M.A.T.A.;20240314-606482,85;20240314-606482,85;jueves, 14 de marzo de 2024;606482,848;0;748792,662
13 O.S. M.A.T.A.;20240314-1950;20240314-1950;jueves, 14 de marzo de 2024;1950;0;750742,662
8 O.S. PE. CON.  (CONSTRUCCION);20240314-309589,35;20240314-309589,35;jueves, 14 de marzo de 2024;309589,35;0;48321,312
8 O.S. PE. CON.  (CONSTRUCCION);20240314-224888,21;20240314-224888,21;jueves, 14 de marzo de 2024;224888,213;0;-36379,825
8 O.S. PE. CON.  (CONSTRUCCION);20240314-4986,22;20240314-4986,22;jueves, 14 de marzo de 2024;4986,217;0;-31393,608
25 O.S DEL PODER JUDICIAL (0375);20240314-12649,71;20240314-12649,71;jueves, 14 de marzo de 2024;12649,705;0;861844,961
25 O.S DEL PODER JUDICIAL (0375);20240314-3000;20240314-3000;jueves, 14 de marzo de 2024;3000;0;864844,961
25 O.S DEL PODER JUDICIAL (0375);20240314-408098,2;20240314-408098,2;jueves, 14 de marzo de 2024;408098,204;0;272943,165
31 O.S. F.A.T.L.Y.F. (LUZ  Y FUERZA);20240314-48968,19;20240314-48968,19;jueves, 14 de marzo de 2024;48968,186;0;321911,351
31 O.S. F.A.T.L.Y.F. (LUZ  Y FUERZA);20240314-912,5;20240314-912,5;jueves, 14 de marzo de 2024;912,5;0;322823,851
154 OSTPCPH Y ARA (PASTELEROS);20240314-84110,68;20240314-84110,68;jueves, 14 de marzo de 2024;84110,684;0;406934,535
43 MEDIFE ASOCIACION CIVIL;20240314-5775,380;20240314-5775,380;jueves, 14 de marzo de 2024;5775,375;0;711535,741
43 MEDIFE ASOCIACION CIVIL;20240314-140407,96;20240314-140407,96;jueves, 14 de marzo de 2024;140407,959;0;851943,7
122 JERARQUICOS SALUD (3265);20240314-2076,67;20240314-2076,67;jueves, 14 de marzo de 2024;2076,672;0;211517,333
94 LA SEGUNDA ART S.A.;20240314-133403,25;20240314-133403,25;jueves, 14 de marzo de 2024;133403,253;0;85617,967
172 PREVENCIÓN SALUD S.A.;20240314-576694,39;20240314-576694,39;jueves, 14 de marzo de 2024;576694,393;0;95834,814
172 PREVENCIÓN SALUD S.A.;20240314-46475;20240314-46475;jueves, 14 de marzo de 2024;46475;0;142309,814
489 CUIDADOS INTEGRALES SANITARIOS S.R.L;20240314-54706,85;20240314-54706,85;jueves, 14 de marzo de 2024;54706,85;0;129983,608
153 O.S. PERSONAL INDUSTRIA DE LA MADERA;20240313-25545;20240313-25545;miércoles, 13 de marzo de 2024;25545;0;100390,153
47 MEDICUS S.A.;20240313-153476,02;20240313-153476,02;miércoles, 13 de marzo de 2024;153476,017;0;147612,575
47 MEDICUS S.A.;20240313-17520,85;20240313-17520,85;miércoles, 13 de marzo de 2024;17520,847;0;165133,422
73 O.S. D.O.P.  (MAESTROS PRIVADOS);20240313-98779,2;20240313-98779,2;miércoles, 13 de marzo de 2024;98779,197;0;263912,619
151 O.S. C.T.C.P. - (UTA);20240313-65640,38;20240313-65640,38;miércoles, 13 de marzo de 2024;65640,383;0;329553,002
151 O.S. C.T.C.P. - (UTA);20240313-1030,22;20240313-1030,22;miércoles, 13 de marzo de 2024;1030,224;0;330583,226
122 JERARQUICOS SALUD (3265);20240313-164588,7;20240313-164588,7;miércoles, 13 de marzo de 2024;164588,702;0;246786,161
133 O.S. P.E.D.Y C.;20240313-131342,95;20240313-131342,95;miércoles, 13 de marzo de 2024;131342,945;0;82197,459
41 UNO SALUD S.A.;20240313-1298,22;20240313-1298,22;miércoles, 13 de marzo de 2024;1298,217;0;101688,37
3 I.O.S.F.A.;20240313-1081858,15;20240313-1081858,15;miércoles, 13 de marzo de 2024;1081858,147;0;903147,013
3 I.O.S.F.A.;20240313-385950,29;20240313-385950,29;miércoles, 13 de marzo de 2024;385950,285;0;289097,298
3 I.O.S.F.A.;20240313-4232,25;20240313-4232,25;miércoles, 13 de marzo de 2024;4232,25;0;293329,548
3 I.O.S.F.A.;20240313-1734644,58;20240313-1734644,58;miércoles, 13 de marzo de 2024;1734644,582;0;27974,13
3 I.O.S.F.A.;20240313-6083054,9;20240313-6083054,9;miércoles, 13 de marzo de 2024;6083054,9;0;107326,572
3 I.O.S.F.A.;20240313-11019,34;20240313-11019,34;miércoles, 13 de marzo de 2024;11019,338;0;118345,91
3 I.O.S.F.A.;20240313-22681,01;20240313-22681,01;miércoles, 13 de marzo de 2024;22681,015;0;124369,385
103 CLINICA DEL VALLE SALUD S.R.L.;20240313-3872,02;20240313-3872,02;miércoles, 13 de marzo de 2024;3872,019;0;330583,226
39 O.S. S.E.G - OBRA SOCIAL DE SEGUROS;20240312-49282,48;20240312-49282,48;martes, 12 de marzo de 2024;49282,48;0;571080,344
153 O.S. PERSONAL INDUSTRIA DE LA MADERA;20240312-44258,42;20240312-44258,42;martes, 12 de marzo de 2024;44258,419;0;674493,549
18 O.S. P.T.V (PERSONAL DE TELEVISIÓN);20240312-53304,79;20240312-53304,79;martes, 12 de marzo de 2024;53304,786;0;624385,13
48 HOSPITAL ALEMAN;20240312-45322,84;20240312-45322,84;martes, 12 de marzo de 2024;45322,839;0;557942,91
48 HOSPITAL ALEMAN;20240312-58413,93;20240312-58413,93;martes, 12 de marzo de 2024;58413,926;0;616356,836
156 D.A.S.U.TE.N.;20240312-2275;20240312-2275;martes, 12 de marzo de 2024;2275;0;747547,989
251 O.S. LUIS PASTEUR;20240312-40368,86;20240312-40368,86;martes, 12 de marzo de 2024;40368,86;0;656725,696
