FECHA;REF.;LET.;SUC.;NUM.;IMPORTE;EMPRESA;CONVENIO;TEXTO:FACTURA:1;TEXTO:FACTURA:2;TEXTO:NOTA:1;TEXTO:NOTA:2;ClaveFactura
02/01/2024;FA;A;49;677;30937,721;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_SILVERMANLAUREN HARRIETT;20240102-30937,72
02/01/2024;FA;A;49;678;8107,574;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_LASTIMOSA MARY ANN SABEJON;20240102-8107,57
02/01/2024;FA;A;49;679;12030,596;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_ANTONILE CARLOS MITCHELL;20240102-12030,6
02/01/2024;FA;A;49;680;2484,575;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_CASOLI PEDRO FEDERICO;20240102-2484,58
03/01/2024;FA;A;49;681;5622,994;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_CASTILLO MARTINEZ LIZI DAIYINI;20240103-5622,99
04/01/2024;FA;A;49;702;7976,809;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_ANTOLINE CARLOS MITCHELL;20240104-7976,81
05/01/2024;FA;A;49;704;8931,81;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_PILITIS DIMITAR;20240105-8931,81
05/01/2024;FA;A;49;707;90368,695;489 - CUIDADOS INTEGRALES SANITARIOS S.R.L;489 - CUIDADOS INTEGRALES;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE DICIEMBRE - LABORATORIO;20240105-90368,7
08/01/2024;FA;A;49;708;8155,134;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_KELLY SUSAN ANNNE;20240108-8155,13
08/01/2024;FA;A;49;709;44659,064;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_KER JR BAINE PERKINS;20240108-44659,06
08/01/2024;FA;A;49;710;25371,521;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_BOIDART ANTOINE;20240108-25371,52
08/01/2024;FA;B;49;369;25013,025;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO 29/11/23 AL 29/12/23;20240108-25013,03
08/01/2024;FA;B;49;370;82608,665;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO - 07/11/23 AL 19/12/23;20240108-82608,67
08/01/2024;FA;B;49;371;44555,365;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO 02/12/23 AL 29/12/23;20240108-44555,37
11/01/2024;FA;A;49;713;14645,939;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_BALABAN BOGDAN;20240111-14645,94
11/01/2024;FA;A;49;714;10744,06;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_VILLANUEVA ROMAR CALILIW;20240111-10744,06
11/01/2024;FA;A;49;715;4660,074;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_NDUNGU HELLEN WANJIKU;20240111-4660,07
11/01/2024;FA;A;49;716;30678,833;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_ALLBRITEN DREW WILLIAN;20240111-30678,83
11/01/2024;FA;A;49;717;4707,625;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_CERVANTES JARAMILLO SANDRA;20240111-4707,620
15/01/2024;FA;A;49;718;7322,968;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_CRUZ ANGELIQUE;20240115-7322,97
15/01/2024;FA;A;49;719;12556,317;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_WITHAM DAVID LIN;20240115-12556,32
16/01/2024;FA;A;49;720;1830,737;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_MILLET GILLIAN LEAN;20240116-1830,74
16/01/2024;FA;A;49;721;31455,512;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_HEAD WILLIAM MICHAEL;20240116-31455,51
16/01/2024;FA;A;49;722;8931,811;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_MACHADO JOSEPH ANTONHY;20240116-8931,81
17/01/2024;FA;A;49;725;2588,931;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_ALLBRITTEN DREW WILLIAN;20240117-2588,93
18/01/2024;FA;A;49;726;2484,575;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_SNYDER WILLIAM JOHN;20240118-2484,58
18/01/2024;FA;A;49;727;7322,974;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_SNYDER WILLIAM JOHN;20240118-7322,97
19/01/2024;FA;A;49;728;5954,542;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_CASIÑO JASMIN;20240119-5954,54
19/01/2024;FA;A;49;729;10355,717;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_CHOMAKHIDZE ANZOR;20240119-10355,72
19/01/2024;FA;A;49;730;11899,829;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_STEELE CATHY JAN;20240119-11899,83
23/01/2024;FA;A;49;731;7896,237;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_BLACK WYNONA;20240123-7896,24
23/01/2024;FA;A;49;732;7896,237;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_CHIVERS ERIC JOHN;20240123-7896,24
23/01/2024;FA;A;49;733;10330,619;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_RUSANA MARIE ALEJO RUZANE;20240123-10330,62
26/01/2024;FA;A;49;734;8499,875;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_CARRERA FURTADO CAROLINA;20240126-8499,880
26/01/2024;FA;A;49;735;6538,372;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_MBANDE LUTRICIA TULETU;20240126-6538,37
26/01/2024;FA;A;49;736;10853,696;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_PELLESCO JASMIN JOY;20240126-10853,7
29/01/2024;FA;A;49;737;5361,461;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_RUSTEMPASIC NELA;20240129-5361,46
29/01/2024;FA;A;49;738;6015,294;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_NELSON BRIAN;20240129-6015,29
29/01/2024;FA;A;49;739;6601,774;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_ALVAREZ BARRIENTOS LORENA;20240129-6601,77
29/01/2024;FA;A;49;740;1812,245;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_MCPHEE FREW JANE MARRION;20240129-1812,25
29/01/2024;FA;A;49;741;8931,809;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_SCARRY ANDREA;20240129-8931,81
30/01/2024;FA;A;49;742;3753,949;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_MALONE LINDA KAY;20240130-3753,95
30/01/2024;FA;A;49;743;6930,669;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_SANTUA FELEMONCITO BALANA;20240130-6930,67
31/01/2024;FA;A;49;744;26407,09;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_TOWSEND PETER MATTHEW;20240131-26407,09
01/02/2024;FA;A;49;745;11376,761;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_RAMADU YASHVIN;20240201-11376,76
05/02/2024;FA;A;49;759;3106,714;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_BARD LEONID;20240205-3106,71
05/02/2024;FA;A;49;760;2353,806;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_DA LUZ CABRITA DA SILVA NUNO;20240205-2353,81
05/02/2024;FA;A;49;761;22884,287;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_ALVAREZ MERCEDES GUADALUPE;20240205-22884,29
06/02/2024;FA;A;49;769;5361,454;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_MCCORMICK MARY CATHERINE;20240206-5361,45
06/02/2024;FA;A;49;770;267888,035;489 - CUIDADOS INTEGRALES SANITARIOS S.R.L;489 - CUIDADOS INTEGRALES;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE DICIEMBRE Y ENERO - LABORATORIO;20240206-267888,04
06/02/2024;FA;B;49;389;77350,22;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO 15/01/23 AL 20/01/24;20240206-77350,22
06/02/2024;FA;A;49;771;23674,716;439 - HEREDIA EDMUNDO RAMON;439 - HEREDIA E.R.;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE ENERO - LABORATORIO;20240206-23674,72
06/02/2024;FA;A;49;772;6776,1;171 - LAB. G.P. S.R.L.;171 - GDOR PAZ;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE ENERO - LABORATORIO;20240206-6776,1
06/02/2024;FA;B;49;390;6178,275;6 - H.R.U - HOSPITAL REGIONAL USHUAIA;6 - HRU;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE ENERO - SERVICIO DE LABORATORIO;20240206-6178,28
08/02/2024;FA;A;49;773;4739,31;489 - CUIDADOS INTEGRALES SANITARIOS S.R.L;489 - CUIDADOS INTEGRALES;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE DICIEMBRE - LABORATORIO;20240208-4739,31
08/02/2024;FA;A;49;774;263148,725;489 - CUIDADOS INTEGRALES SANITARIOS S.R.L;489 - CUIDADOS INTEGRALES;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE ENERO - LABORATORIO;20240208-263148,73
08/02/2024;FA;A;49;775;12038,525;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_VERGARA PAOLA;20240208-12038,53
08/02/2024;FA;A;49;776;5307,306;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_VERGARA PAOLA;20240208-5307,31
08/02/2024;FA;A;49;777;1699,975;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_CASTILLO SAENZ TERESA ISABEL;20240208-1699,98
08/02/2024;FA;A;49;778;26153,47;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_ASTROM KARL JOHAN TOBIAS;20240208-26153,47
09/02/2024;FA;A;49;779;12556,317;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_WITHAM DAVID LIN;20240209-12556,32
28/02/2024;FA;A;49;809;12030,598;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_HEREDIA KURIGER IARA;20240228-12030,6
29/02/2024;FA;A;49;810;20530,22;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_TETRE ROBIN;20240229-20530,22
29/02/2024;FA;A;49;811;14640,399;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_ALDEN MALLA;20240229-14640,4
05/03/2024;FA;A;49;827;8582,306;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_WALLACE ROBERT;20240305-8582,31
05/03/2024;FA;A;49;828;16491,484;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_MILOS STOJSIC;20240305-16491,48
05/03/2024;FA;A;49;829;8245,745;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_SILKE LOBER;20240305-8245,75
07/03/2024;FA;A;49;836;10265,113;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_WALLACE ROBERT;20240307-10265,11
11/03/2024;FA;B;49;412;29137,98;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO 19/01/24 AL 22/02/24;20240311-29137,98
11/03/2024;FA;B;49;413;49382,44;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO 18/12/23 AL 21/02/24;20240311-49382,44
11/03/2024;FA;B;49;414;57995,112;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO 19/12/23 AL 27/02/24;20240311-57995,11
11/03/2024;FA;A;49;837;1009,68;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_WALLACE ROBERT;20240311-1009,68
11/03/2024;FA;A;49;838;6899,501;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_VALDERRAMA VILLANUEVA HEINZ;20240311-6899,5
11/03/2024;FA;A;49;839;5099,931;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_TABICMAN SUSAN REBECCA;20240311-5099,93
11/03/2024;FA;A;49;840;5439,92;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_BARRIOS SANZ CARMEN;20240311-5439,92
13/03/2024;FA;A;49;841;9423,712;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_MUSONZA JOSEPHINE;20240313-9423,71
14/03/2024;FA;A;49;842;6280;173 - SLABS LABORATORIO BIOQUIMICO;173 - SLABS LABORATORIO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE ENE Y FEB - LABORATORIO;20240314-6280
14/03/2024;FA;A;49;843;20811,086;439 - HEREDIA EDMUNDO RAMON;439 - HEREDIA E.R.;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE FEBRERO - LABORATORIO;20240314-20811,09
14/03/2024;FA;A;49;844;54706,85;489 - CUIDADOS INTEGRALES SANITARIOS S.R.L;489 - CUIDADOS INTEGRALES;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES DE FEBRERO - LABORATORIO;20240314-54706,85
