FECHA,NUMERO DE SUCURSAL,NUMERO DE FACTURA,IMPORTE,FACTURA,NOMBRE_EMPRESA,NOMBRE_CONVENIO,NOTA_1_FACTURA,NOTA_2_FACTURA,NOTA_1,NOTA_2,TIPO DE FACTURA
"viernes, 1 de marzo de 2024",20,13591,"20217,35",FA,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:REFACTURACION PARCIAL SOBRE FC A-20-13491,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 1 de marzo de 2024",20,13590,"2685,41",FA,15 - MEDLINK SA,715 - UP-ACCORD PLATINO,CPTO:REFACTURACION PARCIAL SOBRE FC A-20-13456,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 27 de febrero de 2024",20,13573,"2450,21",FA,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:REFACTURACION PARCIAL SOBRE FC A-20-13289,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 27 de febrero de 2024",20,13572,"2450,21",FA,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:REFACTURACION PARCIAL SOBRE FC A-20-13292,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 23 de febrero de 2024",20,13547,"46819,39",FA,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:FC A-20-13547 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 21 de febrero de 2024",20,13522,2470,FA,8 - O.S. PE. CON. (CONSTRUCCION),9008 - TOLHUIN - OSPECON,CPTO:FC A-20-13522 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 16 de febrero de 2024",20,13488,"1474566,4",FA,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:FC ANULDA CON N/C A-20-3107-ERROR EN EL MONTO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 7 de febrero de 2024",20,13434,"89473,08",FA,15 - MEDLINK SA,215 - CAPITA INTERNADOS US,CPTO:REFACTURACION TOTAL - SOBRE FC A-20-12969,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 7 de febrero de 2024",20,13433,"3403,5",FA,15 - MEDLINK SA,715 - UP-ACCORD PLATINO,CPTO:REFACTURACION PARCIAL - SOBRE FC A-20-12804,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 7 de febrero de 2024",20,13432,"27717,3",FA,15 - MEDLINK SA,190 - CON AUT. DE U.P.,CPTO:REFACTURACION PARCIAL - SOBRE FC A-20-12988,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 7 de febrero de 2024",20,13431,"2768,66",FA,15 - MEDLINK SA,615 - UP-ACCORD DORADO,CPTO:REFACTURACION PARCIAL SOBRE FC A-20-12893,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 7 de febrero de 2024",20,13430,"12902,5",FA,15 - MEDLINK SA,215 - CAPITA INTERNADOS US,CPTO:REFACTURACION PARCIAL - SOBRE FC A-20-13083,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 4 de marzo de 2024",20,363,"218339,11",ND,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:ANULA N/C A 20-3138 POR ERROR EN IMPORTE TOTAL DEBITADO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 29 de febrero de 2024",20,362,"42669,42",ND,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:AJUSTE SOBRE FC A-20-13493,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 30 de enero de 2024",20,360,"1997,63",ND,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:AJUSTE S/FA 20-13370 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 26 de enero de 2024",20,359,"26692,36",ND,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:AJUSTE S/FA 20-13244,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 19 de enero de 2024",20,358,"3054,87",ND,62 - RED ARGENTINA DE SALUD CONSORCIO DE COOP,62 - RED ARG. DE SALUD,CPTO:ANULA N/C A 20-2451 POR DUPLICIDAD,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 25 de marzo de 2024",97,1226,"669641,86",FA,22 - O.S. D.E.,910 - PLAN 210,CPTO:REFACTURACION PARCIAL SOBRE FC A-97-1158,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 25 de marzo de 2024",97,1226,"669641,86",FC,22 - O.S. D.E.,910 - PLAN 210,CPTO:REFACTURACION PARCIAL SOBRE FC A-97-1158,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 11 de marzo de 2024",97,1209,"234268,15",FA,22 - O.S. D.E.,910 - PLAN 210,CPTO:REFACTURACION PARCIAL SOBRE FC A-97-1178,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 11 de marzo de 2024",97,1208,"234268,15",FC,22 - O.S. D.E.,910 - PLAN 210,CPTO:FC A-97-1208 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 22 de febrero de 2024",49,394,"66847,75",FA,144 - ASOCIACION MUTUAL SANCOR116190,144 - SANCOR,CPTO:REFACTURACION SOBRE FC B-49-353,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"jueves, 22 de febrero de 2024",49,393,"93820,54",FA,144 - ASOCIACION MUTUAL SANCOR116190,144 - SANCOR,CPTO:REFACTURACION SOBRE FC B-49-327,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"jueves, 22 de febrero de 2024",49,392,"120645,68",FA,144 - ASOCIACION MUTUAL SANCOR116190,144 - SANCOR,CPTO:REFACTURACION SOBRE FC B-49-320,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"martes, 23 de enero de 2024",127,43,"47905,34",FA,144 - ASOCIACION MUTUAL SANCOR116190,9144 - TOLHUIN - SANCOR,CPTO:REF. TOTAL - AMBULATORIO TOLHUIN- SOBRE FC B-127-29,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"martes, 23 de enero de 2024",130,14,"53374,3",FA,144 - ASOCIACION MUTUAL SANCOR116190,9144 - TOLHUIN - SANCOR,CPTO:REF. PARCIAL SERVICIO DE LAB. TOLHUIN- SOBRE FC B-130-5,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"martes, 19 de marzo de 2024",97,988,"27446,15",NC,57 - SWISS MEDICAL S.A.,57 - SWISS MEDICAL,CPTO:DEBITO PARCIAL S/FA 97-1182- DIAG POR IMAGEN URGENCIAS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 19 de marzo de 2024",97,987,"1474884,24",NC,57 - SWISS MEDICAL S.A.,57 - SWISS MEDICAL,CPTO:DEBITO PARCIAL S/FA 97-1181 - INTERNACION Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 14 de marzo de 2024",97,986,"42264,15",NC,52 - GALENO ARG. S.A.,52 - GALENO,CPTO:DEBITO PARCIAL S/FA 97-1165 - INTERNACION Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 13 de marzo de 2024",97,985,"29971,1",NC,57 - SWISS MEDICAL S.A.,57 - SWISS MEDICAL,CPTO:DEBITO PARCIAL S/FA 97-1163 DIAG POR IMAGEN URGENCIAS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 13 de marzo de 2024",97,984,"38739,34",NC,31 - O.S. F.A.T.L.Y.F. (LUZ Y FUERZA),31 - O.S.F.A.T.L.Y F.,CPTO:DEBITO PARCIAL S/FA 97-1145 - INTERNAICON Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 13 de marzo de 2024",97,983,"4697,79",NC,47 - MEDICUS S.A.,47 - MEDICUS,CPTO:DEBITO PARCIAL S/FA 97-1204 - INTERNACION Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 12 de marzo de 2024",97,982,"234268,15",NC,22 - O.S. D.E.,910 - PLAN 210,CPTO:DEBITO TOTAL ANULA FC A-97-1208 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 7 de marzo de 2024",97,981,"20702,09",NC,31 - O.S. F.A.T.L.Y.F. (LUZ Y FUERZA),31 - O.S.F.A.T.L.Y F.,CPTO:DEBITO PARCIAL S/FA 97-1184 - INTERNAICON Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 4 de marzo de 2024",97,980,"67317,8",NC,172 - PREVENCIÓN SALUD S.A.,172 - PLAN A1-A2-A3-A4,CPTO:DEBITO PARCIAL S/FA 97-1185 - INTERNACION Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 27 de febrero de 2024",97,975,"30720,71",NC,172 - PREVENCIÓN SALUD S.A.,172 - PLAN A1-A2-A3-A4,CPTO:DÉBITO PARCIAL S/FCE A 97-1143 INTERNACIÓN Y AMBULATORIOS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 27 de febrero de 2024",97,974,"11641,06",NC,172 - PREVENCIÓN SALUD S.A.,172 - PLAN A1-A2-A3-A4,CPTO:DÉBITO PARCIAL S/FCE A 97-1118 INTERNACIÓN Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 27 de febrero de 2024",97,973,"63521,71",NC,31 - O.S. F.A.T.L.Y.F. (LUZ Y FUERZA),31 - O.S.F.A.T.L.Y F.,CPTO:DÉBITO PARCIAL S/FCE A 97-1168,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 21 de febrero de 2024",97,972,"2152,98",NC,89 - PROVINCIA ART,89 - PROVINCIA ART,CPTO:DÉBITO PARCIAL S/FCE A 97-1191- AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 20 de febrero de 2024",97,971,"137402,74",NC,57 - SWISS MEDICAL S.A.,57 - SWISS MEDICAL,CPTO:DÉBITO PARCIAL S/FCE A 97-1164 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 20 de febrero de 2024",97,970,"477960,08",NC,57 - SWISS MEDICAL S.A.,57 - SWISS MEDICAL,CPTO:DÉBITO PARCIAL S/FCE A 97-1161 INTERNACIÓN,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 19 de febrero de 2024",97,969,"23499,39",NC,89 - PROVINCIA ART,2089,CPTO:DÉBITO PARCIAL S/FCE A 97-1176 AMBULATORIOS C/PRESUPUESTO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 19 de febrero de 2024",97,968,1210,NC,89 - PROVINCIA ART,2089,CPTO:DÉBITO PARCIAL S/FA 97-1177 AMBULATORIOS C/PRESUPUESTO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 14 de febrero de 2024",97,967,"2901783,56",NC,22 - O.S. D.E.,910 - PLAN 210,CPTO:DEBITO TOTAL - ERROR EN MONTO FACTURADO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 8 de febrero de 2024",97,966,"88228,25",NC,89 - PROVINCIA ART,89 - PROVINCIA ART,CPTO:DEBITO PARCIAL S/FA 97-1188 - INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 1 de febrero de 2024",97,965,"1035262,32",NC,22 - O.S. D.E.,910 - PLAN 210,CPTO:DEBITO PARCIAL S/FA 97-1158 - INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 1 de febrero de 2024",97,964,"129878,84",NC,22 - O.S. D.E.,911 - PLAN 310,CPTO:DEBITO PARCIAL S/FA 97-1157,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 1 de febrero de 2024",97,963,"63816,85",NC,22 - O.S. D.E.,912 - PLAN 410,CPTO:DEBITO PARCIAL S/FA 97-1156 - INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 1 de febrero de 2024",97,962,"11373,74",NC,22 - O.S. D.E.,1022 - TRANSMISION POS,CPTO:DEBITO PARCIAL S/FA 97-1154 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 31 de enero de 2024",97,961,"23499,39",NC,89 - PROVINCIA ART,89 - PROVINCIA ART,CPTO:DEBITO PARCIAL S/FA 97-1176 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 31 de enero de 2024",97,960,1210,NC,89 - PROVINCIA ART,2089,CPTO:DEBITO PARCIAL S/FA 97-1177 - AMBULATORIO C/PRESUP.,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 25 de enero de 2024",97,959,"15621,15",NC,52 - GALENO ARG. S.A.,52 - GALENO,CPTO:DEBITO PARCIAL S/FA 97-1144,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 25 de enero de 2024",97,958,"33085,76",NC,57 - SWISS MEDICAL S.A.,57 - SWISS MEDICAL,CPTO:DEBITO PARCIAL S/FA 97-1152,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 25 de enero de 2024",97,957,"344657,25",NC,57 - SWISS MEDICAL S.A.,57 - SWISS MEDICAL,CPTO:DEBITO PARCIAL S/FA 97-1141,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 25 de enero de 2024",97,956,"25666,78",NC,57 - SWISS MEDICAL S.A.,57 - SWISS MEDICAL,CPTO:DEBITO PARCIAL S/FA 97-1140,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 19 de enero de 2024",97,955,42675,NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DEBITO PARCIAL S/FA 97-1153,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 19 de enero de 2024",97,954,"51694,02",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DEBITO PARCIAL S/FA 97-1146,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",97,953,"257236,84",NC,22 - O.S. D.E.,910 - PLAN 210,CPTO:DEBITO PARCIAL S/FA 97-1137,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",97,952,"56705,75",NC,22 - O.S. D.E.,912 - PLAN 410,CPTO:DEBITO PARCIAL S/FA 97-1136,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",97,951,"35691,72",NC,22 - O.S. D.E.,911 - PLAN 310,CPTO:DEBITO PARCIAL S/FA 97-1135,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",97,949,"60189,14",NC,23 - AVALIAN SALUD Y BIENESTAR COOPERATIVA LT,23 - AVALIAN,CPTO:DEBITO PARCIAL S/FA 97-1122,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 5 de enero de 2024",97,948,"190341,38",NC,89 - PROVINCIA ART,89 - PROVINCIA ART,CPTO:DEBITO PARCIAL FA 97-1159,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 21 de marzo de 2024",48,333,"1852,5",NC,200 - PARTICULARES,200 - PARTICULARES,CPTO:REINTEGRO AL PACIENTE,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"jueves, 28 de marzo de 2024",49,259,"1009,68",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO TOTAL S/FA 49-837 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 20 de marzo de 2024",49,258,"5834,4",NC,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:DEBITO PARCIAL S/FA 49-834 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 20 de marzo de 2024",49,257,5311,NC,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:DEBITO PARCIAL S/FA 49-768 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 20 de marzo de 2024",49,256,"3260,4",NC,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:DEBITO PARCIAL S/FA 49-767 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 19 de marzo de 2024",49,255,"2355,93",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 49-811 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 19 de marzo de 2024",49,254,"3702,17",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 49-810 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 19 de marzo de 2024",49,253,"8750,59",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 49-828 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 19 de marzo de 2024",49,252,"4487,57",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,9103 - OSPACAR,CPTO:DEBITO PARCIAL S/FA 49-757 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 19 de marzo de 2024",49,251,"594,98",NC,23 - AVALIAN SALUD Y BIENESTAR COOPERATIVA LT,23 - AVALIAN,CPTO:DEBITO PARCIAL S/FA 49-695 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 14 de marzo de 2024",49,250,"608,95",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,2103 - OSTEL,CPTO:DEBITO PARCIAL S/FA 49-686 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 14 de marzo de 2024",49,249,"1080,19",NC,47 - MEDICUS S.A.,47 - MEDICUS,CPTO:DEBITO PARCIAL S/FA 49-693 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 14 de marzo de 2024",49,248,"1395,25",NC,47 - MEDICUS S.A.,47 - MEDICUS,CPTO:DEBITO PARCIAL S/FA 49-640 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 13 de marzo de 2024",49,247,"15028,36",NC,160 - 01781-FUNDACION SANIDAD NAVAL ARGENTINA,160 - H. N .USHUAIA,CPTO:ANULA FC A-49-830,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 7 de marzo de 2024",49,246,"1553,36",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 49-808 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 7 de marzo de 2024",49,245,"1553,36",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 49-799 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",49,244,"776,68",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DÉBITO PARCIAL S/FA 49-775 LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",49,243,"2350,92",NC,15 - MEDLINK SA,615 - UP-ACCORD DORADO,CPTO:DÉBITO PARCIAL S/FA 49-766 LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 22 de febrero de 2024",49,242,"776,68",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DÉBITO PARCIAL S/FA 49-780- LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",49,241,"4660,07",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 49-731- LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",49,240,"258,89",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 49-744 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",49,239,"12556,32",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:ANULA FACTURA 49-719,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 7 de febrero de 2024",49,238,"267888,04",NC,489 - CUIDADOS INTEGRALES SANITARIOS S.R.L,489 - CUIDADOS INTEGRALES,CPTO:ANULA FACTURA A49-770,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 6 de febrero de 2024",49,237,"1035,57",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 49-712 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 6 de febrero de 2024",49,236,"16230,86",NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DEBITO PARCIAL S/FA 49-682 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 25 de enero de 2024",49,235,"1149,42",NC,52 - GALENO ARG. S.A.,52 - GALENO,CPTO:DEBITO PARCIAL S/49-641 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 12 de enero de 2024",49,234,"476,57",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,4103 - ENSALUD,CPTO:DEBITO PARCIAL S/FA 49-685,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 12 de enero de 2024",49,233,"11759,03",NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DEBITO PARCIAL S/FA 49-642,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 10 de enero de 2024",49,232,"776,68",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO TOTAL S/FA 49-674,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 10 de enero de 2024",49,231,"3083,2",NC,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:DEBITO PARCIAL S/FA 49-700,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 10 de enero de 2024",49,230,"5559,84",NC,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:DEBITO PARCIAL S/FA 49-699,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",49,229,"159,57",NC,47 - MEDICUS S.A.,47 - MEDICUS,CPTO:DEBITO PARCIAL S/FA 49-609,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",49,228,"158,66",NC,23 - AVALIAN SALUD Y BIENESTAR COOPERATIVA LT,23 - AVALIAN,CPTO:DEBITO PARCIAL S/FA 49-598,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",49,227,"921,2",NC,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:DEBITO PARCIAL S/FA 49-666,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",49,226,"4240,34",NC,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:DEBITO PARCIAL S/FA 49-660,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",49,225,"132,38",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,9103 - OSPACAR,CPTO:DEBITO PARCIAL S/FA 49-580,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 13 de marzo de 2024",49,126,"1283,03",NC,144 - ASOCIACION MUTUAL SANCOR116190,144 - SANCOR,CPTO:DEBITO PARCIAL S/FB 49-374 - LABORATORIO CARGAS VIRALES,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"jueves, 7 de marzo de 2024",49,125,"751,89",NC,46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO,46 - ACCIÓN SOCIAL,CPTO:DEBITO PARCIAL S/FB 49-324 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"jueves, 7 de marzo de 2024",49,124,"6,2",NC,46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO,46 - ACCIÓN SOCIAL,CPTO:DEBITO PARCIAL S/FB 49-326 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"miércoles, 28 de febrero de 2024",49,123,1276,NC,133 - O.S. P.E.D.Y C.,133 - UTEDYC,CPTO:DÉBITO PARCIAL S/FB 49-340 LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"viernes, 16 de febrero de 2024",49,122,"77350,22",NC,46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO,46 - ACCIÓN SOCIAL,CPTO:DEBITO TOTAL - ANULA FC B-49-389,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"miércoles, 14 de febrero de 2024",49,121,"94029,87",NC,144 - ASOCIACION MUTUAL SANCOR116190,144 - SANCOR,CPTO:DEBITO PARCIAL S/FB 49-353 LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"jueves, 8 de febrero de 2024",49,120,"438,82",NC,151 - O.S. C.T.C.P. - (UTA),151 - U.T.A.,CPTO:DEBITO PARCIAL S/FB 49-358 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"jueves, 8 de febrero de 2024",49,119,"959,2",NC,133 - O.S. P.E.D.Y C.,133 - UTEDYC,CPTO:DEBITO PARCIAL S/FB 49-321 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"jueves, 25 de enero de 2024",49,118,"1875,95",NC,122 - JERARQUICOS SALUD (3265),122 - JERARQUICOS,CPTO:DEBITO PARCIAL S/FB 49-287 - LABORATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"martes, 23 de enero de 2024",49,117,"3570,55",NC,73 - O.S. D.O.P. (MAESTROS PRIVADOS),73,CPTO:DEBITO PARCIAL S/FB 49-366,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"miércoles, 10 de enero de 2024",49,115,"173364,89",NC,144 - ASOCIACION MUTUAL SANCOR116190,144 - SANCOR,CPTO:DEBITO PARCIAL S/FB 49-327,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"viernes, 5 de enero de 2024",49,114,3700,NC,144 - ASOCIACION MUTUAL SANCOR116190,144 - SANCOR,CPTO:DEBITO PARCIAL S/FB 49-319,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"viernes, 5 de enero de 2024",49,113,"1749,4",NC,73 - O.S. D.O.P. (MAESTROS PRIVADOS),73,CPTO:DEBITO PARCIAL S/FB 49-343,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
